Name,Count,Yards,Declined,Offsetting,Home_Count,Away_Count,Off_Count,Def_Count,ST_Count,Week,Year
Offside on Free Kick,0,0,0,0,0,0,0,0,0,6,2009
Personal Foul,3,45,0,0,2,1,0,1,2,6,2009
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,6,2009
Player Out of Bounds on Punt,1,5,0,0,0,1,0,0,1,6,2009
Roughing the Kicker,0,0,0,0,0,0,0,0,0,6,2009
Roughing the Passer,5,75,0,1,2,3,0,5,0,6,2009
Running Into the Kicker,0,0,1,0,0,0,0,0,0,6,2009
Short Free Kick,0,0,0,0,0,0,0,0,0,6,2009
Taunting,0,0,0,0,0,0,0,0,0,6,2009
Tripping,2,20,0,0,1,1,2,0,0,6,2009
Unnecessary Roughness,6,88,1,0,3,3,3,3,0,6,2009
Unsportsmanlike Conduct,3,45,0,1,3,0,1,2,0,6,2009
Chop Block,5,74,0,0,3,2,4,0,1,7,2009
Clipping,0,0,0,0,0,0,0,0,0,7,2009
Defensive 12 On-field,2,10,0,0,1,1,0,1,1,7,2009
Defensive Delay of Game,2,10,0,0,0,2,0,2,0,7,2009
Defensive Holding,5,25,1,0,1,4,0,5,0,7,2009
Defensive Offside,16,72,3,0,7,9,0,16,0,7,2009
Defensive Pass Interference,5,75,0,0,4,1,0,5,0,7,2009
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,7,2009
Delay of Game,14,67,2,0,6,8,13,0,1,7,2009
Delay of Kickoff,0,0,0,0,0,0,0,0,0,7,2009
Disqualification,0,0,0,0,0,0,0,0,0,7,2009
Encroachment,4,20,0,0,3,1,0,4,0,7,2009
Face Mask,0,0,0,0,0,0,0,0,0,7,2009
Face Mask (15 Yards),3,45,1,0,1,2,0,3,0,7,2009
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,7,2009
Fair Catch Interference,0,0,0,0,0,0,0,0,0,7,2009
False Start,38,185,0,0,15,23,36,0,2,7,2009
Horse Collar Tackle,0,0,0,0,0,0,0,0,0,7,2009
Illegal Bat,0,0,0,0,0,0,0,0,0,7,2009
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,7,2009
Illegal Block Above the Waist,4,40,0,0,3,1,0,1,3,7,2009
Illegal Contact,2,10,2,0,0,2,0,2,0,7,2009
Illegal Crackback,0,0,0,0,0,0,0,0,0,7,2009
Illegal Cut,0,0,0,0,0,0,0,0,0,7,2009
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,7,2009
Illegal Formation,2,10,0,0,1,1,2,0,0,7,2009
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,7,2009
Illegal Forward Pass,1,5,0,0,1,0,1,0,0,7,2009
Illegal Kick,0,0,0,0,0,0,0,0,0,7,2009
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,7,2009
Illegal Motion,2,5,0,0,1,1,2,0,0,7,2009
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,7,2009
Illegal Peelback,0,0,0,0,0,0,0,0,0,7,2009
Illegal Procedure,0,0,0,0,0,0,0,0,0,7,2009
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,7,2009
Illegal Shift,2,10,2,0,0,2,2,0,0,7,2009
Illegal Substitution,2,10,0,0,0,2,2,0,0,7,2009
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,7,2009
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,7,2009
Illegal Use of Hands,0,0,0,0,0,0,0,0,0,7,2009
Illegal Wedge,0,0,0,0,0,0,0,0,0,7,2009
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,7,2009
Ineligible Downfield Kick,1,5,0,0,0,1,0,0,1,7,2009
Ineligible Downfield Pass,2,10,2,0,1,1,2,0,0,7,2009
Intentional Grounding,0,0,0,0,0,0,0,0,0,7,2009
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,7,2009
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,7,2009
Kick Catch Interference,0,0,0,0,0,0,0,0,0,7,2009
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,7,2009
Leaping,0,0,0,0,0,0,0,0,0,7,2009
Leverage,0,0,0,0,0,0,0,0,0,7,2009
Low Block,1,15,0,0,0,1,0,0,1,7,2009
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,7,2009
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,7,2009
Neutral Zone Infraction,3,15,0,0,3,0,0,3,0,7,2009
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,7,2009
Offensive Holding,29,258,4,1,11,18,19,0,10,7,2009
Offensive Offside,0,0,0,0,0,0,0,0,0,7,2009
Offensive Pass Interference,5,50,1,0,3,2,5,0,0,7,2009
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,7,2009
Offside on Free Kick,0,0,0,0,0,0,0,0,0,7,2009
Personal Foul,2,17,0,0,1,1,0,2,0,7,2009
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,7,2009
Player Out of Bounds on Punt,1,5,0,0,0,1,0,0,1,7,2009
Roughing the Kicker,0,0,0,0,0,0,0,0,0,7,2009
Roughing the Passer,3,33,0,0,1,2,0,3,0,7,2009
Running Into the Kicker,1,5,0,0,0,1,0,0,1,7,2009
Short Free Kick,1,5,0,0,1,0,0,0,1,7,2009
Taunting,0,0,0,0,0,0,0,0,0,7,2009
Tripping,2,20,1,0,1,1,1,1,0,7,2009
Unnecessary Roughness,9,110,0,1,7,2,3,6,0,7,2009
Unsportsmanlike Conduct,2,30,0,0,1,1,0,2,0,7,2009
Chop Block,0,0,1,0,0,0,0,0,0,8,2009
Clipping,0,0,0,0,0,0,0,0,0,8,2009
Defensive 12 On-field,2,10,0,0,1,1,0,2,0,8,2009
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,8,2009
Defensive Holding,4,20,1,2,1,3,0,4,0,8,2009
Defensive Offside,17,83,3,0,11,6,0,15,2,8,2009
Defensive Pass Interference,9,128,3,1,3,6,0,9,0,8,2009
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,8,2009
Delay of Game,2,10,0,0,0,2,1,0,1,8,2009
Delay of Kickoff,0,0,0,0,0,0,0,0,0,8,2009
Disqualification,0,0,0,0,0,0,0,0,0,8,2009
Encroachment,0,0,0,0,0,0,0,0,0,8,2009
Face Mask,0,0,0,0,0,0,0,0,0,8,2009
Face Mask (15 Yards),2,24,0,0,2,0,0,2,0,8,2009
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,8,2009
Fair Catch Interference,0,0,0,0,0,0,0,0,0,8,2009
False Start,24,121,0,0,12,12,24,0,0,8,2009
Horse Collar Tackle,1,15,0,0,1,0,0,1,0,8,2009
Illegal Bat,0,0,0,0,0,0,0,0,0,8,2009
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,8,2009
Illegal Block Above the Waist,5,48,0,0,3,2,0,0,5,8,2009
Illegal Contact,4,20,2,1,0,4,0,4,0,8,2009
Illegal Crackback,0,0,0,0,0,0,0,0,0,8,2009
Illegal Cut,0,0,0,0,0,0,0,0,0,8,2009
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,8,2009
Illegal Formation,1,5,0,0,1,0,0,0,1,8,2009
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,8,2009
Illegal Forward Pass,1,5,0,0,0,1,0,1,0,8,2009
Illegal Kick,0,0,0,0,0,0,0,0,0,8,2009
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,8,2009
Illegal Motion,0,0,0,0,0,0,0,0,0,8,2009
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,8,2009
Illegal Peelback,0,0,0,0,0,0,0,0,0,8,2009
Illegal Procedure,0,0,0,0,0,0,0,0,0,8,2009
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,8,2009
Illegal Shift,3,15,0,0,1,2,3,0,0,8,2009
Illegal Substitution,2,10,0,0,1,1,2,0,0,8,2009
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,8,2009
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,8,2009
Illegal Use of Hands,1,5,0,0,1,0,0,1,0,8,2009
Illegal Wedge,0,0,0,0,0,0,0,0,0,8,2009
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,8,2009
Ineligible Downfield Kick,3,15,0,0,2,1,0,0,3,8,2009
Ineligible Downfield Pass,0,0,0,0,0,0,0,0,0,8,2009
Intentional Grounding,1,14,0,0,0,1,1,0,0,8,2009
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,8,2009
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,8,2009
Kick Catch Interference,0,0,0,0,0,0,0,0,0,8,2009
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,8,2009
Leaping,0,0,0,0,0,0,0,0,0,8,2009
Leverage,0,0,0,0,0,0,0,0,0,8,2009
Low Block,1,15,0,0,1,0,1,0,0,8,2009
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,8,2009
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,8,2009
Neutral Zone Infraction,6,30,0,0,2,4,0,4,2,8,2009
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,8,2009
Offensive Holding,25,235,1,5,19,6,17,0,8,8,2009
Offensive Offside,1,10,0,0,0,1,1,0,0,8,2009
Offensive Pass Interference,3,30,0,0,1,2,3,0,0,8,2009
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,8,2009
Offside on Free Kick,0,0,0,0,0,0,0,0,0,8,2009
Personal Foul,3,37,0,0,2,1,2,1,0,8,2009
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,8,2009
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,8,2009
Roughing the Kicker,0,0,0,0,0,0,0,0,0,8,2009
Roughing the Passer,4,57,0,0,2,2,0,4,0,8,2009
Running Into the Kicker,2,10,0,0,2,0,0,0,2,8,2009
Short Free Kick,0,0,0,0,0,0,0,0,0,8,2009
Taunting,1,13,0,0,0,1,1,0,0,8,2009
Tripping,0,0,0,0,0,0,0,0,0,8,2009
Unnecessary Roughness,4,47,0,2,2,2,0,3,1,8,2009
Unsportsmanlike Conduct,3,45,0,0,2,1,3,0,0,8,2009
Chop Block,1,15,0,0,1,0,1,0,0,9,2009
Clipping,0,0,0,0,0,0,0,0,0,9,2009
Defensive 12 On-field,2,10,2,0,1,1,0,2,0,9,2009
Defensive Delay of Game,0,0,0,0,0,0,0,0,0,9,2009
Defensive Holding,5,24,0,0,2,3,0,5,0,9,2009
Defensive Offside,10,48,6,1,1,9,0,8,2,9,2009
Defensive Pass Interference,12,180,2,0,3,9,0,12,0,9,2009
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,9,2009
Delay of Game,6,30,1,0,3,3,3,1,2,9,2009
Delay of Kickoff,0,0,0,0,0,0,0,0,0,9,2009
Disqualification,1,15,0,0,1,0,0,1,0,9,2009
Encroachment,6,30,0,0,2,4,0,4,2,9,2009
Face Mask,0,0,0,0,0,0,0,0,0,9,2009
Face Mask (15 Yards),4,58,0,0,2,2,1,3,0,9,2009
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,9,2009
Fair Catch Interference,1,15,0,0,1,0,0,0,1,9,2009
False Start,34,168,0,0,19,15,32,0,2,9,2009
Horse Collar Tackle,0,0,0,0,0,0,0,0,0,9,2009
Illegal Bat,0,0,0,0,0,0,0,0,0,9,2009
Illegal Blindside Block,0,0,0,0,0,0,0,0,0,9,2009
Illegal Block Above the Waist,6,60,1,0,3,3,1,1,4,9,2009
Illegal Contact,5,25,3,1,2,3,0,5,0,9,2009
Illegal Crackback,0,0,0,0,0,0,0,0,0,9,2009
Illegal Cut,0,0,0,0,0,0,0,0,0,9,2009
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,9,2009
Illegal Formation,2,10,2,0,2,0,2,0,0,9,2009
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,9,2009
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,9,2009
Illegal Kick,0,0,0,0,0,0,0,0,0,9,2009
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,9,2009
Illegal Motion,0,0,0,0,0,0,0,0,0,9,2009
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,9,2009
Illegal Peelback,0,0,0,0,0,0,0,0,0,9,2009
Illegal Procedure,0,0,0,0,0,0,0,0,0,9,2009
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,9,2009
Illegal Shift,0,0,0,0,0,0,0,0,0,9,2009
Illegal Substitution,2,10,1,0,2,0,2,0,0,9,2009
Illegal Touch Kick,1,5,0,0,1,0,0,0,1,9,2009
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,9,2009
Illegal Use of Hands,0,0,2,0,0,0,0,0,0,9,2009
Illegal Wedge,0,0,0,0,0,0,0,0,0,9,2009
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,9,2009
Ineligible Downfield Kick,2,10,0,0,0,2,0,0,2,9,2009
Ineligible Downfield Pass,2,10,1,0,1,1,2,0,0,9,2009
Intentional Grounding,1,10,0,0,1,0,1,0,0,9,2009
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,9,2009
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,9,2009
Kick Catch Interference,0,0,0,0,0,0,0,0,0,9,2009
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,9,2009
Leaping,0,0,0,0,0,0,0,0,0,9,2009
Leverage,0,0,0,0,0,0,0,0,0,9,2009
Low Block,1,12,0,0,1,0,0,1,0,9,2009
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,9,2009
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,9,2009
Neutral Zone Infraction,3,14,0,0,1,2,0,2,1,9,2009
Offensive 12 On-field,0,0,0,0,0,0,0,0,0,9,2009
Offensive Holding,28,263,2,2,14,14,18,0,10,9,2009
Offensive Offside,1,5,0,0,0,1,1,0,0,9,2009
Offensive Pass Interference,5,51,3,0,3,2,5,0,0,9,2009
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,9,2009
Offside on Free Kick,1,5,0,0,1,0,0,0,1,9,2009
Personal Foul,3,45,0,0,3,0,0,1,2,9,2009
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,9,2009
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,9,2009
Roughing the Kicker,0,0,0,0,0,0,0,0,0,9,2009
Roughing the Passer,3,37,0,0,1,2,0,3,0,9,2009
Running Into the Kicker,0,0,1,0,0,0,0,0,0,9,2009
Short Free Kick,0,0,0,0,0,0,0,0,0,9,2009
Taunting,0,0,0,0,0,0,0,0,0,9,2009
Tripping,0,0,0,0,0,0,0,0,0,9,2009
Unnecessary Roughness,5,70,1,0,0,5,1,3,1,9,2009
Unsportsmanlike Conduct,5,75,0,0,4,1,2,2,1,9,2009
Chop Block,0,0,0,0,0,0,0,0,0,10,2009
Clipping,0,0,0,0,0,0,0,0,0,10,2009
Defensive 12 On-field,3,15,2,0,0,3,0,2,1,10,2009
Defensive Delay of Game,1,5,0,0,1,0,0,0,1,10,2009
Defensive Holding,5,25,2,1,2,3,0,4,1,10,2009
Defensive Offside,15,75,5,0,7,8,0,13,2,10,2009
Defensive Pass Interference,16,272,1,0,9,7,0,16,0,10,2009
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,10,2009
Delay of Game,9,41,1,0,2,7,7,0,2,10,2009
Delay of Kickoff,0,0,0,0,0,0,0,0,0,10,2009
Disqualification,0,0,0,0,0,0,0,0,0,10,2009
Encroachment,4,16,0,0,3,1,0,4,0,10,2009
Face Mask,0,0,0,0,0,0,0,0,0,10,2009
Face Mask (15 Yards),8,120,0,0,5,3,1,5,2,10,2009
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,10,2009
Fair Catch Interference,0,0,0,0,0,0,0,0,0,10,2009
False Start,34,168,0,0,15,19,33,0,1,10,2009
Horse Collar Tackle,2,28,0,0,1,1,0,2,0,10,2009
Illegal Bat,0,0,0,0,0,0,0,0,0,10,2009
Illegal Blindside Block,0,0,1,0,0,0,0,0,0,10,2009
Illegal Block Above the Waist,14,131,1,1,5,9,0,0,14,10,2009
Illegal Contact,6,30,3,0,3,3,0,6,0,10,2009
Illegal Crackback,0,0,0,0,0,0,0,0,0,10,2009
Illegal Cut,0,0,0,0,0,0,0,0,0,10,2009
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,10,2009
Illegal Formation,2,10,4,0,0,2,1,0,1,10,2009
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,10,2009
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,10,2009
Illegal Kick,0,0,0,0,0,0,0,0,0,10,2009
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,10,2009
Illegal Motion,1,5,0,0,1,0,1,0,0,10,2009
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,10,2009
Illegal Peelback,0,0,0,0,0,0,0,0,0,10,2009
Illegal Procedure,0,0,0,0,0,0,0,0,0,10,2009
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,10,2009
Illegal Shift,0,0,1,0,0,0,0,0,0,10,2009
Illegal Substitution,1,5,0,0,0,1,1,0,0,10,2009
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,10,2009
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,10,2009
Illegal Use of Hands,2,10,1,0,0,2,0,2,0,10,2009
Illegal Wedge,0,0,0,0,0,0,0,0,0,10,2009
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,10,2009
Ineligible Downfield Kick,0,0,0,1,0,0,0,0,0,10,2009
Ineligible Downfield Pass,1,5,5,0,1,0,1,0,0,10,2009
Intentional Grounding,2,20,0,0,2,0,2,0,0,10,2009
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,10,2009
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,10,2009
Kick Catch Interference,0,0,0,0,0,0,0,0,0,10,2009
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,10,2009
Leaping,0,0,0,0,0,0,0,0,0,10,2009
Leverage,0,0,0,0,0,0,0,0,0,10,2009
Low Block,1,15,0,0,1,0,1,0,0,10,2009
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,10,2009
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,10,2009
Neutral Zone Infraction,2,10,0,0,2,0,0,2,0,10,2009
Offensive 12 On-field,1,3,0,0,0,1,1,0,0,10,2009
Offensive Holding,40,390,10,2,22,18,27,0,13,10,2009
Offensive Offside,0,0,0,0,0,0,0,0,0,10,2009
Offensive Pass Interference,6,60,0,0,2,4,6,0,0,10,2009
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,10,2009
Offside on Free Kick,1,5,0,0,0,1,0,0,1,10,2009
Personal Foul,5,58,0,2,3,2,2,3,0,10,2009
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,10,2009
Player Out of Bounds on Punt,0,0,0,0,0,0,0,0,0,10,2009
Roughing the Kicker,0,0,0,0,0,0,0,0,0,10,2009
Roughing the Passer,4,55,0,1,2,2,0,4,0,10,2009
Running Into the Kicker,1,5,1,0,1,0,0,0,1,10,2009
Short Free Kick,0,0,0,0,0,0,0,0,0,10,2009
Taunting,0,0,0,0,0,0,0,0,0,10,2009
Tripping,1,10,0,0,1,0,1,0,0,10,2009
Unnecessary Roughness,8,102,0,0,5,3,2,5,1,10,2009
Unsportsmanlike Conduct,5,64,0,0,2,3,3,1,1,10,2009
Chop Block,2,24,0,0,0,2,1,0,1,11,2009
Clipping,0,0,0,0,0,0,0,0,0,11,2009
Defensive 12 On-field,3,15,0,0,2,1,0,2,1,11,2009
Defensive Delay of Game,1,5,0,0,1,0,0,1,0,11,2009
Defensive Holding,8,40,3,1,3,5,0,8,0,11,2009
Defensive Offside,13,66,4,1,6,7,0,13,0,11,2009
Defensive Pass Interference,5,79,1,0,0,5,0,5,0,11,2009
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,11,2009
Delay of Game,7,35,1,0,4,3,6,0,1,11,2009
Delay of Kickoff,0,0,0,0,0,0,0,0,0,11,2009
Disqualification,0,0,0,0,0,0,0,0,0,11,2009
Encroachment,2,10,0,0,0,2,0,2,0,11,2009
Face Mask,0,0,0,0,0,0,0,0,0,11,2009
Face Mask (15 Yards),9,107,0,0,4,5,0,8,1,11,2009
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,11,2009
Fair Catch Interference,0,0,0,0,0,0,0,0,0,11,2009
False Start,41,199,0,0,16,25,41,0,0,11,2009
Horse Collar Tackle,1,15,0,0,1,0,0,1,0,11,2009
Illegal Bat,0,0,0,0,0,0,0,0,0,11,2009
Illegal Blindside Block,0,0,1,0,0,0,0,0,0,11,2009
Illegal Block Above the Waist,9,88,0,0,5,4,1,0,8,11,2009
Illegal Contact,8,41,0,0,5,3,0,8,0,11,2009
Illegal Crackback,0,0,0,0,0,0,0,0,0,11,2009
Illegal Cut,0,0,0,0,0,0,0,0,0,11,2009
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,11,2009
Illegal Formation,3,17,0,0,1,2,1,0,2,11,2009
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,11,2009
Illegal Forward Pass,0,0,0,0,0,0,0,0,0,11,2009
Illegal Kick,0,0,0,0,0,0,0,0,0,11,2009
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,11,2009
Illegal Motion,1,5,1,0,1,0,1,0,0,11,2009
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,11,2009
Illegal Peelback,0,0,0,0,0,0,0,0,0,11,2009
Illegal Procedure,0,0,0,0,0,0,0,0,0,11,2009
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,11,2009
Illegal Shift,2,10,1,0,1,1,2,0,0,11,2009
Illegal Substitution,2,10,0,0,1,1,2,0,0,11,2009
Illegal Touch Kick,0,0,0,0,0,0,0,0,0,11,2009
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,11,2009
Illegal Use of Hands,2,15,0,0,0,2,1,1,0,11,2009
Illegal Wedge,0,0,0,0,0,0,0,0,0,11,2009
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,11,2009
Ineligible Downfield Kick,1,5,0,0,0,1,0,0,1,11,2009
Ineligible Downfield Pass,2,10,0,0,0,2,2,0,0,11,2009
Intentional Grounding,2,20,0,0,2,0,2,0,0,11,2009
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,11,2009
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,11,2009
Kick Catch Interference,0,0,0,0,0,0,0,0,0,11,2009
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,11,2009
Leaping,0,0,0,0,0,0,0,0,0,11,2009
Leverage,0,0,0,0,0,0,0,0,0,11,2009
Low Block,0,0,0,0,0,0,0,0,0,11,2009
Lowering the Head to Initiate Contact,0,0,0,0,0,0,0,0,0,11,2009
Lowering the Head to Make Forcible Contact,0,0,0,0,0,0,0,0,0,11,2009
Neutral Zone Infraction,5,24,0,0,2,3,0,4,1,11,2009
Offensive 12 On-field,1,5,0,0,1,0,1,0,0,11,2009
Offensive Holding,28,267,5,2,18,10,16,0,12,11,2009
Offensive Offside,0,0,0,0,0,0,0,0,0,11,2009
Offensive Pass Interference,3,30,1,0,2,1,3,0,0,11,2009
Offensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,11,2009
Offside on Free Kick,2,10,0,0,2,0,0,0,2,11,2009
Personal Foul,2,24,0,2,2,0,0,2,0,11,2009
Player Out of Bounds on Kick,0,0,0,0,0,0,0,0,0,11,2009
Player Out of Bounds on Punt,1,5,0,0,0,1,0,0,1,11,2009
Roughing the Kicker,0,0,0,0,0,0,0,0,0,11,2009
Roughing the Passer,3,23,0,0,3,0,0,3,0,11,2009
Running Into the Kicker,0,0,2,0,0,0,0,0,0,11,2009
Short Free Kick,0,0,0,0,0,0,0,0,0,11,2009
Taunting,0,0,0,0,0,0,0,0,0,11,2009
Tripping,2,19,0,0,0,2,1,1,0,11,2009
Unnecessary Roughness,8,105,0,0,6,2,4,3,1,11,2009
Unsportsmanlike Conduct,3,45,0,0,2,1,1,0,2,11,2009
Chop Block,1,15,1,0,0,1,1,0,0,12,2009
Clipping,0,0,0,0,0,0,0,0,0,12,2009
Defensive 12 On-field,1,0,1,0,0,1,0,1,0,12,2009
Defensive Delay of Game,2,10,0,0,1,1,0,1,1,12,2009
Defensive Holding,7,33,3,1,3,4,0,7,0,12,2009
Defensive Offside,15,70,2,0,6,9,0,14,1,12,2009
Defensive Pass Interference,8,130,0,1,3,5,0,8,0,12,2009
Defensive Too Many Men on Field,0,0,0,0,0,0,0,0,0,12,2009
Delay of Game,3,15,0,0,3,0,3,0,0,12,2009
Delay of Kickoff,0,0,0,0,0,0,0,0,0,12,2009
Disqualification,0,0,0,0,0,0,0,0,0,12,2009
Encroachment,1,5,0,0,1,0,0,1,0,12,2009
Face Mask,0,0,0,0,0,0,0,0,0,12,2009
Face Mask (15 Yards),6,88,0,0,2,4,1,5,0,12,2009
Face Mask (5 Yards),0,0,0,0,0,0,0,0,0,12,2009
Fair Catch Interference,0,0,0,0,0,0,0,0,0,12,2009
False Start,43,214,0,0,21,22,41,0,2,12,2009
Horse Collar Tackle,2,23,0,0,1,1,0,2,0,12,2009
Illegal Bat,0,0,0,0,0,0,0,0,0,12,2009
Illegal Blindside Block,1,10,0,0,1,0,0,0,1,12,2009
Illegal Block Above the Waist,6,49,1,0,2,4,0,0,6,12,2009
Illegal Contact,2,10,4,1,2,0,0,2,0,12,2009
Illegal Crackback,0,0,0,0,0,0,0,0,0,12,2009
Illegal Cut,0,0,0,0,0,0,0,0,0,12,2009
Illegal Double-Team Block,0,0,0,0,0,0,0,0,0,12,2009
Illegal Formation,3,15,1,0,3,0,3,0,0,12,2009
Illegal Forward Handoff,0,0,0,0,0,0,0,0,0,12,2009
Illegal Forward Pass,2,5,0,0,1,1,1,1,0,12,2009
Illegal Kick,0,0,0,0,0,0,0,0,0,12,2009
Illegal Kick/Kicking Loose Ball,0,0,0,0,0,0,0,0,0,12,2009
Illegal Motion,0,0,1,0,0,0,0,0,0,12,2009
Illegal Onside Kick,0,0,0,0,0,0,0,0,0,12,2009
Illegal Peelback,0,0,0,0,0,0,0,0,0,12,2009
Illegal Procedure,0,0,0,0,0,0,0,0,0,12,2009
Illegal Receiver Pass,0,0,0,0,0,0,0,0,0,12,2009
Illegal Shift,0,0,1,0,0,0,0,0,0,12,2009
Illegal Substitution,0,0,1,0,0,0,0,0,0,12,2009
Illegal Touch Kick,2,10,0,0,2,0,0,0,2,12,2009
Illegal Touch Pass,0,0,0,0,0,0,0,0,0,12,2009
Illegal Use of Hands,1,10,0,1,1,0,1,0,0,12,2009
Illegal Wedge,0,0,0,0,0,0,0,0,0,12,2009
Illegally Kicking Ball,0,0,0,0,0,0,0,0,0,12,2009
Ineligible Downfield Kick,2,10,0,0,1,1,0,0,2,12,2009
Ineligible Downfield Pass,3,15,3,0,3,0,3,0,0,12,2009
Intentional Grounding,3,29,0,1,1,2,3,0,0,12,2009
Interference with Opportunity to Catch,0,0,0,0,0,0,0,0,0,12,2009
Invalid Fair Catch Signal,0,0,0,0,0,0,0,0,0,12,2009
Kick Catch Interference,0,0,0,0,0,0,0,0,0,12,2009
Kickoff Out of Bounds,0,0,0,0,0,0,0,0,0,12,2009
Leaping,0,0,0,0,0,0,0,0,0,12,2009
